timestamp,Open,High,Low,Close,Volume,close_time,quote_av,trades,tb_base_av,tb_quote_av,ignore
2022-12-05 03:15:00,17259.2,17277.96,17220.0,17234.91,3508.2058,1670210999999.0,60494674.1025272,66908.0,1682.6502,29017139.2283335,0.0
2022-12-05 03:30:00,17234.91,17237.7,17188.18,17198.34,3896.03853,1670211899999.0,67049382.8675433,74535.0,2157.98081,37138782.2415542,0.0
2022-12-05 03:45:00,17198.31,17214.24,17185.78,17196.88,1775.47753,1670212799999.0,30537974.5946071,40675.0,875.27194,15054493.0436459,0.0
2022-12-05 04:00:00,17197.22,17206.12,17191.74,17196.99,1473.22627,1670213699999.0,25338015.8154369,34043.0,750.68257,12911302.766455,0.0
2022-12-05 04:15:00,17196.99,17215.26,17195.0,17203.35,1669.19219,1670214599999.0,28720782.3430353,37641.0,851.86131,14657711.7178307,0.0
2022-12-05 04:30:00,17203.09,17322.55,17200.05,17276.04,3918.43402,1670215499999.0,67631319.6278307,54433.0,1764.14635,30429346.113521,0.0
2022-12-05 04:45:00,17275.07,17424.25,17247.9,17354.32,7755.24907,1670216399999.0,134371034.5182181,147771.0,3964.39462,68692035.3728336,0.0
2022-12-05 05:00:00,17354.32,17407.38,17344.46,17349.18,6626.67434,1670217299999.0,115132341.2933174,152138.0,3209.57301,55765569.9546702,0.0
2022-12-05 05:15:00,17348.31,17357.58,17311.35,17337.28,3337.8023,1670218199999.0,57848436.4952578,80337.0,1560.66971,27049281.1465161,0.0
2022-12-05 05:30:00,17336.94,17349.44,17303.02,17306.77,2179.61966,1670219099999.0,37759826.308447,52473.0,1097.4584,19012769.565638,0.0
2022-12-05 05:45:00,17306.08,17345.0,17305.54,17340.42,1943.16753,1670219999999.0,33663415.66909,50453.0,1066.56406,18477714.9181033,0.0
2022-12-05 06:00:00,17340.42,17347.0,17301.82,17307.91,2037.8955,1670220899999.0,35304298.1143037,48443.0,1008.70509,17474674.1313149,0.0
2022-12-05 06:15:00,17308.45,17328.57,17291.52,17305.52,2043.40388,1670221799999.0,35372994.8838575,49298.0,1038.08592,17970788.2198773,0.0
2022-12-05 06:30:00,17306.31,17310.86,17284.19,17309.41,1819.66204,1670222699999.0,31475985.3266482,44604.0,883.17084,15277254.3165422,0.0
2022-12-05 06:45:00,17309.41,17313.59,17288.71,17308.88,1368.48484,1670223599999.0,23680085.0662067,37280.0,669.36223,11582698.4240265,0.0
2022-12-05 07:00:00,17308.28,17315.0,17293.87,17295.3,1572.70275,1670224499999.0,27212880.5388512,40792.0,793.24376,13726172.2007122,0.0
2022-12-05 07:15:00,17295.52,17316.66,17294.12,17314.94,1433.51249,1670225399999.0,24811487.9478306,37462.0,741.49932,12834246.3602307,0.0
2022-12-05 07:30:00,17314.94,17341.47,17307.29,17335.74,1758.26055,1670226299999.0,30460410.1668815,42285.0,922.96659,15990195.1129157,0.0
2022-12-05 07:45:00,17335.27,17364.68,17306.0,17313.93,3001.70639,1670227199999.0,52043303.1350262,63404.0,1463.84984,25381751.1701956,0.0
2022-12-05 08:00:00,17313.34,17325.71,17300.0,17313.16,2814.59978,1670228099999.0,48728059.7984493,60805.0,1348.30132,23343272.482437,0.0
2022-12-05 08:15:00,17314.04,17382.6,17308.46,17352.38,4300.63745,1670228999999.0,74570475.0820426,94253.0,2200.228,38150795.3365732,0.0
2022-12-05 08:30:00,17353.39,17386.0,17340.0,17377.53,4142.16559,1670229899999.0,71912036.7974621,95038.0,2084.79964,36195532.8669403,0.0
2022-12-05 08:45:00,17376.95,17382.25,17340.85,17359.53,3937.81452,1670230799999.0,68356052.2646619,81971.0,1904.80738,33065911.9385708,0.0
2022-12-05 09:00:00,17359.21,17363.2,17315.3,17337.9,3530.13071,1670231699999.0,61200085.3261496,69140.0,1661.84669,28810958.6666997,0.0
2022-12-05 09:15:00,17338.37,17350.71,17281.42,17303.48,1949.90042,1670232599999.0,33751585.0268816,45674.0,786.02107,13606161.40205,0.0
2022-12-05 09:30:00,17303.48,17352.67,17303.48,17313.72,1647.08728,1670233499999.0,28531787.2201651,40335.0,812.96273,14082221.1853394,0.0
2022-12-05 09:45:00,17314.41,17324.74,17297.03,17303.76,1195.94572,1670234399999.0,20702265.7282184,34772.0,567.11,9816757.7442807,0.0
2022-12-05 10:00:00,17303.76,17313.13,17282.2,17307.34,1503.44049,1670235299999.0,26010258.2042681,38319.0,702.74072,12158026.9376365,0.0
2022-12-05 10:15:00,17307.34,17309.32,17285.69,17303.27,1138.60265,1670236199999.0,19698649.6303465,29768.0,532.01483,9204320.3792518,0.0
2022-12-05 10:30:00,17303.27,17324.67,17298.57,17320.81,1117.64718,1670237099999.0,19345790.0626376,28572.0,596.08857,10318071.5947594,0.0
2022-12-05 10:45:00,17320.81,17327.83,17290.03,17299.28,1304.28189,1670237999999.0,22574748.3055316,33340.0,612.48395,10601227.3048663,0.0
2022-12-05 11:00:00,17298.85,17300.71,17282.95,17297.16,1368.32551,1670238899999.0,23661440.0915794,33125.0,675.14677,11675046.7068792,0.0
2022-12-05 11:15:00,17297.16,17309.93,17284.56,17289.63,1314.70603,1670239799999.0,22742958.6657684,28062.0,636.18144,11005329.6196911,0.0
2022-12-05 11:30:00,17289.63,17306.09,17287.5,17291.88,1955.55874,1670240699999.0,33819387.3695988,39765.0,947.12089,16379820.5600275,0.0
2022-12-05 11:45:00,17292.36,17315.0,17290.0,17310.51,1296.19817,1670241599999.0,22428138.8555261,28923.0,662.20585,11458407.9242778,0.0
2022-12-05 12:00:00,17310.08,17313.48,17230.01,17270.02,2717.07062,1670242499999.0,46933577.6297297,62186.0,1187.58035,20513272.9702971,0.0
2022-12-05 12:15:00,17270.02,17284.49,17250.03,17271.34,1338.21465,1670243399999.0,23102348.2473502,40462.0,653.488,11281739.456117,0.0
2022-12-05 12:30:00,17270.91,17275.44,17234.6,17244.58,1541.65113,1670244299999.0,26599154.030907,40016.0,757.17657,13064269.853647,0.0
2022-12-05 12:45:00,17244.59,17258.6,17243.9,17254.05,871.92927,1670245199999.0,15042329.5859453,28607.0,451.56754,7790417.1711352,0.0
2022-12-05 13:00:00,17254.63,17259.17,17240.69,17248.63,989.11601,1670246099999.0,17062786.1902073,27538.0,470.72535,8120291.2614484,0.0
2022-12-05 13:15:00,17248.63,17277.49,17216.01,17276.47,2234.05424,1670246999999.0,38536675.0149441,49016.0,1219.13232,21031452.9460195,0.0
2022-12-05 13:30:00,17276.31,17285.57,17262.0,17269.58,1240.34183,1670247899999.0,21424028.2796753,34374.0,617.28918,10662404.0648982,0.0
2022-12-05 13:45:00,17269.23,17269.58,17211.0,17232.41,2000.75109,1670248799999.0,34483538.0168319,46188.0,886.55068,15280641.8862989,0.0
2022-12-05 14:00:00,17232.4,17238.76,17196.0,17228.73,2572.29324,1670249699999.0,44299552.4614546,52117.0,1408.96844,24265718.4518204,0.0
2022-12-05 14:15:00,17228.73,17229.46,17188.12,17190.89,1565.75212,1670250599999.0,26943923.757356,39945.0,701.56987,12073575.3878716,0.0
2022-12-05 14:30:00,17191.75,17228.97,17171.45,17205.48,2065.09899,1670251499999.0,35536117.2562486,46733.0,1077.51821,18543570.5215634,0.0
2022-12-05 14:45:00,17205.89,17226.61,17190.34,17206.82,1761.78138,1670252399999.0,30325780.232922,45053.0,911.92848,15697779.3966513,0.0
2022-12-05 15:00:00,17206.82,17207.27,17042.74,17054.72,8444.75691,1670253299999.0,144427618.832096,180579.0,3972.70829,67935889.4608814,0.0
2022-12-05 15:15:00,17054.72,17086.05,17036.0,17052.28,3480.3719,1670254199999.0,59383306.4603078,85274.0,1792.25932,30581335.05423,0.0
2022-12-05 15:30:00,17052.65,17089.0,17015.32,17081.88,3355.93861,1670255099999.0,57247953.9863632,77655.0,1669.80637,28488024.0342443,0.0
2022-12-05 15:45:00,17082.58,17087.65,17060.0,17083.92,2388.77649,1670255999999.0,40791057.181891,50814.0,1169.39831,19969510.0288303,0.0
2022-12-05 16:00:00,17083.92,17106.14,17059.97,17095.98,2544.83163,1670256899999.0,43473926.032223,57481.0,1275.75523,21794778.8904951,0.0
2022-12-05 16:15:00,17096.93,17097.66,16980.28,17059.28,3940.28013,1670257799999.0,67158825.717186,83812.0,1743.75425,29725201.0005707,0.0
2022-12-05 16:30:00,17058.72,17082.99,17049.91,17064.72,1819.63734,1670258699999.0,31060251.6720866,48041.0,973.1031,16610981.2348098,0.0
2022-12-05 16:45:00,17065.62,17073.6,17033.02,17043.22,2146.0463,1670259599999.0,36605866.7563135,46498.0,1016.88159,17346090.3209775,0.0
2022-12-05 17:00:00,17043.22,17068.95,16999.84,17068.93,3087.946,1670260499999.0,52606326.2466833,66084.0,1531.11908,26086807.1889771,0.0
2022-12-05 17:15:00,17067.91,17087.84,17056.85,17076.16,2008.17557,1670261399999.0,34284569.3196204,49314.0,1049.15841,17911862.1126171,0.0
2022-12-05 17:30:00,17075.0,17085.88,17061.03,17070.03,1727.67833,1670262299999.0,29501009.8508302,44502.0,871.73865,14885722.5499158,0.0
2022-12-05 17:45:00,17070.65,17079.08,17035.82,17055.01,1926.44214,1670263199999.0,32857631.0795912,42982.0,912.0566,15556106.5123255,0.0
2022-12-05 18:00:00,17055.01,17064.41,17035.99,17054.39,1672.96007,1670264099999.0,28522355.558904,41863.0,793.17173,13523217.9607544,0.0
2022-12-05 18:15:00,17054.39,17129.72,17051.7,17092.26,2875.3436,1670264999999.0,49161700.2565685,67347.0,1490.25462,25479241.5576874,0.0
2022-12-05 18:30:00,17092.26,17098.99,17067.9,17082.68,1488.24737,1670265899999.0,25420675.8263754,38500.0,722.5816,12342609.0539917,0.0
2022-12-05 18:45:00,17083.25,17086.19,17043.06,17048.07,1679.55844,1670266799999.0,28655817.0424816,39122.0,771.09754,13156188.3872805,0.0
2022-12-05 19:00:00,17048.98,17061.41,17018.79,17022.75,1845.94713,1670267699999.0,31454069.0952223,44030.0,825.27329,14062423.3387452,0.0
2022-12-05 19:15:00,17022.75,17023.73,16896.14,16925.4,7114.24624,1670268599999.0,120517406.2697463,136596.0,3780.8274,64050312.8812749,0.0
2022-12-05 19:30:00,16925.42,16932.99,16867.0,16918.38,4201.70122,1670269499999.0,71024740.4046481,84456.0,2091.91023,35362160.067142,0.0
2022-12-05 19:45:00,16919.1,16946.27,16903.0,16926.65,1764.02915,1670270399999.0,29856835.7733057,42380.0,874.05104,14794626.5881001,0.0
2022-12-05 20:00:00,16926.65,16951.4,16899.09,16941.9,1813.34673,1670271299999.0,30695602.8505875,44952.0,993.51125,16818408.7359641,0.0
2022-12-05 20:15:00,16941.9,16943.54,16910.01,16923.16,1364.85596,1670272199999.0,23096014.5686415,31481.0,636.17603,10765787.1052768,0.0
2022-12-05 20:30:00,16923.16,16939.4,16914.0,16921.24,1239.53345,1670273099999.0,20980268.0506248,30060.0,548.49021,9283936.6519234,0.0
2022-12-05 20:45:00,16921.24,16949.22,16912.76,16938.55,1410.8078,1670273999999.0,23888728.0567924,30671.0,687.24112,11637076.2503746,0.0
2022-12-05 21:00:00,16938.55,16958.81,16931.0,16953.48,1421.73624,1670274899999.0,24093474.30524,31352.0,764.39506,12954131.9838534,0.0
2022-12-05 21:15:00,16953.23,16965.36,16947.35,16962.85,1091.37561,1670275799999.0,18504325.5800457,24469.0,587.34447,9958528.8469339,0.0
2022-12-05 21:30:00,16962.85,16968.89,16952.01,16961.42,1012.28842,1670276699999.0,17169786.3370609,23418.0,517.87945,8784143.6250999,0.0
2022-12-05 21:45:00,16960.59,16979.01,16958.4,16973.42,1574.1462,1670277599999.0,26710916.5098709,31445.0,776.42736,13175212.5753243,0.0
2022-12-05 22:00:00,16973.93,16974.29,16937.33,16946.55,1781.95892,1670278499999.0,30219339.972551,32440.0,706.77864,11985413.1807652,0.0
2022-12-05 22:15:00,16946.55,16947.18,16930.0,16943.61,1254.26938,1670279399999.0,21245063.7973354,24026.0,716.07158,12129301.5356213,0.0
2022-12-05 22:30:00,16943.26,16975.0,16943.0,16971.33,1606.9108,1670280299999.0,27254862.5044535,27137.0,814.97759,13823112.4704959,0.0
2022-12-05 22:45:00,16971.34,16972.35,16933.51,16944.0,1067.80547,1670281199999.0,18098437.462445,22105.0,509.4271,8633452.7598929,0.0
2022-12-05 23:00:00,16944.0,16969.18,16936.73,16963.62,1829.22857,1670282099999.0,31014493.437219,32095.0,797.60322,13522544.371226,0.0
2022-12-05 23:15:00,16963.68,16973.39,16917.35,16937.13,2475.52083,1670282999999.0,41941633.9308564,40750.0,1294.11374,21924080.4576913,0.0
2022-12-05 23:30:00,16936.6,16989.59,16934.74,16985.74,2226.06021,1670283899999.0,37767779.7403103,38451.0,1082.94854,18374018.7439008,0.0
2022-12-05 23:45:00,16985.74,16986.57,16950.08,16966.35,1911.23532,1670284799999.0,32421136.9064843,30674.0,1008.89928,17113502.8470665,0.0
2022-12-06 00:00:00,16966.35,17008.78,16965.98,17001.33,2428.91627,1670285699999.0,41258094.9022369,50875.0,1232.21742,20931436.5529988,0.0
2022-12-06 00:15:00,17000.52,17010.25,16984.11,17004.54,1841.82628,1670286599999.0,31305261.4087655,40891.0,919.97484,15637126.1616451,0.0
2022-12-06 00:30:00,17004.54,17050.61,16999.59,17018.97,2862.13561,1670287499999.0,48724980.7424462,54982.0,1453.94681,24751873.3333766,0.0
2022-12-06 00:45:00,17018.97,17045.0,17005.6,17043.86,1728.34028,1670288399999.0,29420533.0932374,38333.0,854.30298,14543031.2245826,0.0
2022-12-06 01:00:00,17044.26,17098.67,17039.67,17086.49,3683.84344,1670289299999.0,62863617.1740815,62538.0,1950.26739,33282881.9633332,0.0
2022-12-06 01:15:00,17086.49,17102.97,17052.0,17059.55,3239.04394,1670290199999.0,55329206.8425711,52968.0,1444.62486,24676621.7246394,0.0
2022-12-06 01:30:00,17059.55,17069.81,17030.0,17035.49,2221.4965,1670291099999.0,37877277.7746739,41358.0,1062.8815,18123430.1931512,0.0
2022-12-06 01:45:00,17034.79,17044.42,17025.46,17031.22,1447.71368,1670291999999.0,24664206.5896468,33346.0,677.78387,11547517.6025485,0.0
2022-12-06 02:00:00,17031.68,17080.96,17024.71,17077.42,2046.80717,1670292899999.0,34901566.740285,40814.0,1103.25759,18812754.1589473,0.0
2022-12-06 02:15:00,17077.93,17083.37,17010.01,17041.25,3413.94576,1670293799999.0,58170477.7905514,61992.0,1674.75255,28536603.4256584,0.0
2022-12-06 02:30:00,17042.0,17053.78,17034.25,17038.84,1294.60195,1670294699999.0,22065554.2986769,29475.0,653.38597,11136586.9581574,0.0
2022-12-06 02:45:00,17038.25,17050.04,17030.13,17033.74,1201.11465,1670295599999.0,20465372.6101064,26382.0,613.66691,10456142.23336,0.0
2022-12-06 03:00:00,17034.34,17045.96,17025.96,17030.73,1192.18698,1670296499999.0,20310057.1102942,28329.0,579.70462,9875845.4601219,0.0
2022-12-06 03:15:00,17030.73,17059.25,17028.77,17051.01,1445.08381,1670297399999.0,24631358.1517567,32291.0,770.86449,13139477.0630146,0.0
2022-12-06 03:30:00,17051.62,17059.35,17018.93,17023.01,1566.48144,1670298299999.0,26684925.9881898,33219.0,704.83166,12006906.3102741,0.0
2022-12-06 03:45:00,17023.52,17027.52,16996.51,17003.88,2266.55785,1670299199999.0,38558881.2074231,41020.0,1052.80755,17911295.2242462,0.0
2022-12-06 04:00:00,17003.84,17015.59,16986.83,16994.22,1905.10597,1670300099999.0,32392294.7275387,37492.0,900.96924,15319243.1505129,0.0
2022-12-06 04:15:00,16993.66,17011.18,16966.34,16992.46,2834.81546,1670300999999.0,48171220.0761022,52561.0,1370.06822,23282116.7766736,0.0
2022-12-06 04:30:00,16993.12,17004.77,16972.75,17001.37,1694.8068,1670301899999.0,28795452.6787791,35910.0,841.92473,14305200.8509482,0.0
2022-12-06 04:45:00,17001.37,17013.96,16995.81,17003.9,1540.90783,1670302799999.0,26203069.8967703,33163.0,749.93459,12752629.9338284,0.0
2022-12-06 05:00:00,17003.33,17009.13,16995.42,16996.4,1220.78381,1670303699999.0,20756772.9567276,26051.0,578.87887,9842918.3799767,0.0
2022-12-06 05:15:00,16997.33,17003.94,16988.47,17000.09,1366.66512,1670304599999.0,23230349.7811997,29505.0,706.7854,12014047.8969804,0.0
2022-12-06 05:30:00,17000.28,17003.08,16962.18,16984.79,2644.83665,1670305499999.0,44914088.7170474,46062.0,1235.99438,20989272.8728564,0.0
2022-12-06 05:45:00,16984.79,16988.55,16967.0,16976.06,1284.72997,1670306399999.0,21811450.8509749,30630.0,626.03293,10628598.0506351,0.0
2022-12-06 06:00:00,16976.21,17006.99,16955.13,17000.95,2222.27191,1670307299999.0,37747616.0379769,44283.0,1121.68383,19054056.288696,0.0
2022-12-06 06:15:00,17001.6,17006.03,16983.76,17002.8,1484.08684,1670308199999.0,25226970.7317528,32473.0,789.5281,13421054.967194,0.0
2022-12-06 06:30:00,17002.01,17023.41,16999.23,17007.42,1751.0873,1670309099999.0,29788350.6108102,36588.0,929.73023,15816293.8055359,0.0
2022-12-06 06:45:00,17007.42,17015.33,16994.83,17001.51,1321.26723,1670309999999.0,22466230.6149681,31501.0,651.17089,11072335.357229,0.0
2022-12-06 07:00:00,17001.51,17010.88,16993.83,17010.24,1374.45741,1670310899999.0,23367512.6341127,31192.0,690.41809,11738168.3143957,0.0
2022-12-06 07:15:00,17009.84,17019.46,17006.2,17008.18,1477.13539,1670311799999.0,25131996.8307497,31613.0,739.45484,12581325.8607409,0.0
2022-12-06 07:30:00,17008.18,17012.89,16996.33,17002.54,1501.18734,1670312699999.0,25524234.8617209,29223.0,702.5914,11945996.0055859,0.0
2022-12-06 07:45:00,17003.16,17008.11,16988.2,17001.17,1404.07133,1670313599999.0,23866904.6382235,31278.0,638.41672,10852098.686345,0.0
2022-12-06 08:00:00,17001.17,17038.9,16990.51,17019.72,2838.10311,1670314499999.0,48303764.8622651,60572.0,1418.92526,24150033.0857689,0.0
2022-12-06 08:15:00,17019.72,17024.41,17005.0,17006.38,1363.50827,1670315399999.0,23200594.8269008,34564.0,613.12563,10432827.610101,0.0
2022-12-06 08:30:00,17006.38,17022.72,16970.03,17021.07,3025.93652,1670316299999.0,51426578.7274782,59342.0,1480.44537,25161844.8926134,0.0
2022-12-06 08:45:00,17020.59,17041.96,17012.02,17034.17,2723.02131,1670317199999.0,46366573.0638055,53933.0,1453.91181,24756980.8043208,0.0
2022-12-06 09:00:00,17034.31,17037.55,17012.25,17017.76,1789.69705,1670318099999.0,30475062.7570423,39206.0,842.34406,14343727.9753905,0.0
2022-12-06 09:15:00,17017.59,17019.35,16984.96,16996.06,1608.70827,1670318999999.0,27348149.4003874,37836.0,746.16209,12685014.5953021,0.0
2022-12-06 09:30:00,16996.86,16999.88,16977.17,16997.64,1817.61845,1670319899999.0,30883351.7364895,40657.0,881.29522,14974682.051456,0.0
2022-12-06 09:45:00,16997.64,17001.04,16972.0,16974.34,2089.79683,1670320799999.0,35497568.1980193,45996.0,981.74194,16676729.4572589,0.0
2022-12-06 10:00:00,16974.41,16983.26,16941.0,16982.24,3049.30493,1670321699999.0,51740482.8249186,58260.0,1506.21259,25557857.2309551,0.0
2022-12-06 10:15:00,16982.24,16985.64,16952.42,16957.04,2095.89692,1670322599999.0,35563587.9987595,43042.0,970.94955,16475525.1493665,0.0
2022-12-06 10:30:00,16957.04,16972.97,16938.52,16962.47,2916.28111,1670323499999.0,49457598.0549014,61525.0,1458.09868,24728635.3255953,0.0
2022-12-06 10:45:00,16962.47,16979.33,16947.52,16966.84,2078.4918,1670324399999.0,35265180.5020962,45768.0,1031.92955,17508954.471726,0.0
2022-12-06 11:00:00,16967.47,16971.19,16941.59,16948.54,1632.45354,1670325299999.0,27685452.7231552,39049.0,747.44647,12676950.8762459,0.0
2022-12-06 11:15:00,16948.54,16988.75,16906.37,16977.91,3788.60366,1670326199999.0,64245817.5399187,73912.0,1956.48839,33182363.6149384,0.0
2022-12-06 11:30:00,16978.52,16992.19,16969.24,16978.44,2161.39228,1670327099999.0,36706018.6703697,48588.0,1113.32996,18907856.6795154,0.0
2022-12-06 11:45:00,16977.91,16988.35,16968.25,16983.9,2057.3109,1670327999999.0,34930542.4331672,44299.0,1013.68167,17211142.6316423,0.0
2022-12-06 12:00:00,16983.42,16991.24,16976.57,16982.95,1869.53764,1670328899999.0,31754600.7126503,42847.0,902.71275,15333199.2146146,0.0
2022-12-06 12:15:00,16982.63,16997.0,16976.27,16992.09,2237.61914,1670329799999.0,38009210.3844443,45957.0,1090.41018,18522593.0827498,0.0
2022-12-06 12:30:00,16992.46,17022.33,16989.09,17005.7,2744.58741,1670330699999.0,46674967.0891222,56952.0,1402.62276,23853539.0315373,0.0
2022-12-06 12:45:00,17005.7,17009.04,16990.71,16996.9,2203.3844,1670331599999.0,37454911.631664,44252.0,1173.37977,19946242.8707055,0.0
2022-12-06 13:00:00,16996.9,17025.0,16991.55,17023.84,1989.56337,1670332499999.0,33839471.5002073,46546.0,1023.50397,17408547.3810779,0.0
2022-12-06 13:15:00,17023.84,17032.95,17003.76,17008.74,1819.88823,1670333399999.0,30975217.772382,46366.0,878.42873,14951650.3046701,0.0
2022-12-06 13:30:00,17008.73,17017.9,17004.05,17007.93,1448.83498,1670334299999.0,24644588.3223513,38669.0,714.43574,12152759.8724213,0.0
2022-12-06 13:45:00,17007.91,17015.31,16975.13,16984.94,2440.84457,1670335199999.0,41478381.5672496,49896.0,1089.05176,18507270.0841199,0.0
2022-12-06 14:00:00,16984.94,17005.08,16968.42,17003.29,2510.52042,1670336099999.0,42651849.9198173,50584.0,1252.26254,21276165.0422856,0.0
2022-12-06 14:15:00,17003.29,17018.67,16998.41,16999.94,2244.67401,1670336999999.0,38181458.1584619,43678.0,1036.54855,17631573.6695109,0.0
2022-12-06 14:30:00,16999.94,17015.43,16968.13,16986.47,5058.15548,1670337899999.0,85961500.6134507,80428.0,2433.33896,41356537.5201111,0.0
2022-12-06 14:45:00,16986.47,17013.99,16958.0,16972.26,4314.1853,1670338799999.0,73287244.2155876,82457.0,2089.80129,35502693.347591,0.0
2022-12-06 15:00:00,16972.26,16982.56,16930.0,16967.63,5481.75788,1670339699999.0,92928053.5503049,89653.0,2583.006,43790290.9079242,0.0
2022-12-06 15:15:00,16967.63,17024.67,16959.46,16974.51,5365.34517,1670340599999.0,91186297.9150599,88844.0,2764.04617,46978002.5428676,0.0
2022-12-06 15:30:00,16975.3,17016.72,16969.0,17015.71,4133.74421,1670341499999.0,70234135.1324185,70722.0,2101.3419,35704393.5560895,0.0
2022-12-06 15:45:00,17015.71,17024.45,16978.01,16985.27,3364.16287,1670342399999.0,57195770.3530624,59181.0,1715.89658,29173502.6160744,0.0
2022-12-06 16:00:00,16985.27,17007.45,16978.56,16991.33,3252.37103,1670343299999.0,55273585.9474301,59451.0,1583.65178,26914467.7023577,0.0
2022-12-06 16:15:00,16991.33,17010.0,16965.64,17007.49,3325.32311,1670344199999.0,56492409.5299981,54348.0,1659.72723,28196435.2969781,0.0
2022-12-06 16:30:00,17006.87,17021.56,16981.15,16988.98,2720.5391,1670345099999.0,46257094.334692,49810.0,1405.07869,23890968.8194233,0.0
2022-12-06 16:45:00,16988.99,16994.19,16972.16,16986.4,2729.19429,1670345999999.0,46351278.2318369,46774.0,1275.59787,21664858.887747,0.0
2022-12-06 17:00:00,16986.91,17006.44,16966.03,16967.67,2501.48944,1670346899999.0,42496565.6802439,49975.0,1115.6001,18953762.7376373,0.0
2022-12-06 17:15:00,16967.67,16977.14,16944.77,16972.48,3122.50305,1670347799999.0,52958282.0540945,58065.0,1555.39805,26380750.4530022,0.0
2022-12-06 17:30:00,16972.48,16988.14,16947.47,16958.34,2159.53255,1670348699999.0,36635920.7514672,46746.0,1037.73378,17605159.7249602,0.0
2022-12-06 17:45:00,16958.87,16970.84,16947.11,16959.77,1984.99066,1670349599999.0,33664674.857912,42082.0,991.74411,16820103.2841511,0.0
2022-12-06 18:00:00,16959.77,16968.19,16921.07,16941.66,2699.8587,1670350499999.0,45752147.1567471,56665.0,1215.98507,20606745.7712223,0.0
2022-12-06 18:15:00,16941.66,16967.0,16935.18,16937.85,2228.049,1670351399999.0,37769097.0440533,46209.0,1088.35569,18450263.0892454,0.0
2022-12-06 18:30:00,16937.03,16952.52,16912.24,16947.79,2650.5526,1670352299999.0,44882475.6946493,58096.0,1324.36916,22426534.3412144,0.0
2022-12-06 18:45:00,16947.79,16998.42,16942.26,16971.71,2959.36724,1670353199999.0,50239121.9252931,59547.0,1511.46685,25658710.9788817,0.0
2022-12-06 19:00:00,16972.49,16986.87,16925.0,16948.99,2847.34662,1670354099999.0,48289943.851986,60128.0,1374.56471,23312876.4182328,0.0
2022-12-06 19:15:00,16948.99,16969.69,16933.11,16940.9,2148.44293,1670354999999.0,36426942.2943035,45294.0,1074.27947,18215057.3383232,0.0
2022-12-06 19:30:00,16940.9,16973.0,16939.46,16972.31,1608.16481,1670355899999.0,27265089.9579382,37931.0,855.07861,14497429.2050553,0.0
2022-12-06 19:45:00,16972.31,16977.65,16964.67,16970.93,1563.0374,1670356799999.0,26526964.0822674,36354.0,826.17773,14021804.1660721,0.0
2022-12-06 20:00:00,16970.52,16975.38,16966.0,16970.77,1784.26201,1670357699999.0,30278794.4642017,37867.0,838.31851,14226620.3205141,0.0
2022-12-06 20:15:00,16970.77,16973.42,16951.75,16962.41,1628.92501,1670358599999.0,27632587.5033653,33064.0,818.47637,13884742.614359,0.0
2022-12-06 20:30:00,16962.4,16997.9,16959.71,16983.7,2527.66385,1670359499999.0,42905985.7854308,46406.0,1422.93512,24154816.9548612,0.0
2022-12-06 20:45:00,16984.38,16996.0,16975.28,16989.6,2000.2448,1670360399999.0,33973402.8633782,42810.0,1053.39677,17891987.796269,0.0
