Equity
1.000000
1.000000
-7.270000
-22.520000
-3.780000
-1.860000
-19.170000
-34.100000
-43.470000
-42.040000
-54.040000
-27.170000
-24.230000
-51.950000
-24.620000
-44.240000
-17.750000
-66.360000
-46.970000
-81.950000
-85.160000
-99.590000
-124.480000
-167.110000
-140.170000
-116.110000
-111.840000
-158.040000
-121.870000
-119.460000
-114.360000
-111.350000
-131.630000
-103.630000
-84.500000
-74.840000
-73.080000
-81.990000
-84.520000
-77.020000
-80.710000
-65.410000
-56.680000
-81.570000
-83.420000
-88.040000
-82.130000
-90.860000
-88.800000
-83.160000
-81.790000
-100.340000
-87.000000
-101.690000
-114.790000
-98.380000
-76.680000
-78.260000
-54.960000
-62.860000
-37.660000
-43.090000
-47.460000
-29.160000
-58.530000
-59.060000
-64.520000
-63.570000
-72.710000
-86.320000
-77.520000
-104.460000
-89.360000
-88.550000
-65.560000
-83.910000
-80.560000
-67.090000
-52.880000
-48.250000
-55.130000
-96.330000
-65.890000
-71.950000
-88.110000
-69.600000
-67.020000
-48.290000
-53.100000
-38.960000
-40.390000
-22.280000
-18.470000
-28.410000
-52.330000
-29.610000
-21.520000
-52.930000
-51.550000
-51.390000
-43.030000
-64.320000
-70.220000
-82.360000
-67.090000
-70.900000
-74.120000
-65.120000
-70.350000
-73.150000
-54.450000
2.080000
37.040000
39.670000
60.680000
38.790000
40.530000
62.930000
36.510000
29.910000
7.530000
26.040000
12.730000
33.760000
21.380000
27.510000
26.830000
13.310000
-1.060000
3.020000
-3.250000
-3.320000
1.490000
-10.330000
12.280000
4.460000
-32.620000
-15.040000
-23.770000
-44.270000
-36.020000
-58.310000
-72.250000
103.230000
67.450000
121.000000
120.750000
110.650000
92.300000
98.330000
90.420000
86.120000
60.190000
73.630000
49.020000
75.720000
80.780000
75.060000
58.250000
67.120000
53.930000
75.260000
90.490000
89.010000
90.720000
83.350000
89.560000
47.580000
31.880000
34.360000
28.540000
24.860000
16.850000
35.370000
45.870000
46.800000
50.740000
60.580000
46.300000
63.580000
86.140000
89.370000
73.030000
70.200000
65.240000
63.160000
77.930000
54.570000
63.860000
75.970000
99.900000
75.410000
86.530000
79.380000
68.050000
65.080000
60.390000
61.890000
61.660000
61.980000
62.760000
66.510000
54.900000
51.950000
58.920000
43.680000
41.910000
25.640000
32.440000
29.510000
47.140000
39.420000
20.300000
25.470000
71.250000
42.000000
54.300000
97.100000
52.100000
69.470000
60.380000
106.760000
80.440000
69.910000
89.800000
65.930000
71.300000
68.120000
49.880000
52.980000
53.870000
54.300000
51.410000
44.320000
56.210000
32.550000
38.210000
44.100000
41.750000
62.810000
57.800000
62.620000
62.530000
64.460000
60.380000
57.710000
69.750000
62.960000
53.450000
75.910000
68.340000
57.150000
49.460000
54.090000
47.010000
49.420000
47.750000
72.750000
126.600000
116.760000
114.270000
106.830000
104.720000
96.560000
108.700000
114.990000
132.150000
122.190000
127.300000
107.590000
172.990000
191.930000
198.350000
194.340000
192.980000
215.520000
208.950000
196.220000
223.380000
218.490000
223.800000
221.040000
242.150000
251.970000
292.110000
451.960000
523.610000
499.240000
491.080000
506.350000
527.200000
522.880000
486.440000
478.150000
471.490000
450.050000
471.120000
448.800000
456.510000
487.450000
466.350000
515.800000
477.410000
507.390000
492.800000
516.750000
499.680000
525.130000
470.830000
481.510000
480.100000
515.000000
544.210000
521.860000
510.420000
499.420000
505.800000
497.340000
491.960000
490.770000
492.450000
476.810000
478.240000
480.730000
488.430000
495.440000
500.990000
496.300000
481.320000
493.090000
493.820000
492.570000
474.830000
482.920000
493.580000
499.150000
507.470000
496.610000
487.510000
484.480000
480.580000
480.720000
481.890000
492.150000
490.970000
496.760000
512.980000
506.520000
490.800000
486.560000
491.790000
487.110000
494.560000
509.790000
517.020000
509.040000
517.420000
498.920000
531.820000
520.120000
508.480000
416.320000
426.280000
448.060000
457.380000
411.840000
420.730000
407.990000
